0.778,-0.255,-0.125
0.781,-0.255,-0.12
0.783,-0.26,-0.125
0.786,-0.255,-0.115
0.789,-0.26,-0.11
0.792,-0.265,-0.085
0.794,-0.255,-0.065
0.797,-0.255,-0.09
0.8,-0.265,-0.145
0.803,-0.27,-0.22
0.806,-0.275,-0.23
0.808,-0.28,-0.225
0.811,-0.265,-0.2
0.814,-0.27,-0.17
0.817,-0.265,-0.14
0.819,-0.275,-0.155
0.822,-0.275,-0.19
0.825,-0.29,-0.225
0.828,-0.295,-0.245
0.831,-0.3,-0.255
0.833,-0.29,-0.25
0.836,-0.295,-0.245
0.839,-0.305,-0.24
0.842,-0.315,-0.22
0.844,-0.315,-0.185
0.847,-0.31,-0.16
0.85,-0.305,-0.15
0.853,-0.305,-0.16
0.856,-0.295,-0.165
0.858,-0.32,-0.16
0.861,-0.33,-0.14
0.864,-0.33,-0.13
0.867,-0.33,-0.12
0.869,-0.335,-0.08
0.872,-0.35,-0.035
0.875,-0.34,-0.005
0.878,-0.325,0.005
0.881,-0.305,0.02
0.883,-0.295,0.055
0.886,-0.3,0.045
0.889,-0.32,-0.02
0.892,-0.35,-0.065
0.894,-0.36,-0.045
0.897,-0.345,0.01
0.9,-0.315,0.015
0.903,-0.29,-0.03
0.906,-0.29,-0.085
0.908,-0.295,-0.15
0.911,-0.335,-0.165
0.914,-0.335,-0.175
0.917,-0.32,-0.17
0.919,-0.295,-0.17
0.922,-0.29,-0.17
0.925,-0.285,-0.175
0.928,-0.275,-0.165
0.931,-0.28,-0.15
0.933,-0.27,-0.13
0.936,-0.265,-0.115
0.939,-0.285,-0.09
0.942,-0.285,-0.07
0.944,-0.27,-0.06
0.947,-0.275,-0.07
0.95,-0.29,-0.07
0.953,-0.3,-0.05
0.956,-0.31,-0.075
0.958,-0.315,-0.15
0.961,-0.32,-0.215
0.964,-0.305,-0.245
0.967,-0.29,-0.2
0.969,-0.28,-0.145
0.972,-0.285,-0.115
0.975,-0.29,-0.1
0.978,-0.29,-0.135
0.981,-0.29,-0.2
0.983,-0.295,-0.24
0.986,-0.305,-0.25
0.989,-0.31,-0.255
0.992,-0.29,-0.25
0.994,-0.27,-0.235
0.997,-0.255,-0.2
1,-0.25,-0.165
1.003,-0.28,-0.16
1.006,-0.315,-0.175
1.008,-0.35,-0.2
1.011,-0.365,-0.18
1.014,-0.36,-0.165
1.017,-0.345,-0.14
1.019,-0.335,-0.13
1.022,-0.345,-0.125
1.025,-0.325,-0.085
1.028,-0.31,-0.07
1.031,-0.295,-0.055
1.033,-0.3,-0.025
1.036,-0.285,0.04
1.039,-0.27,0.12
1.042,-0.265,0.15
1.044,-0.26,0.1
1.047,-0.29,0.03
1.05,-0.29,-0.045
1.053,-0.285,-0.11
1.056,-0.265,-0.14
1.058,-0.265,-0.125
1.061,-0.24,-0.09
1.064,-0.23,-0.115
1.067,-0.24,-0.185
1.069,-0.27,-0.235
1.072,-0.28,-0.255
1.075,-0.285,-0.235
1.078,-0.27,-0.23
1.081,-0.245,-0.225
1.083,-0.225,-0.21
1.086,-0.215,-0.215
1.089,-0.215,-0.23
1.092,-0.235,-0.23
1.094,-0.245,-0.215
1.097,-0.255,-0.2
1.1,-0.26,-0.195
1.103,-0.275,-0.19
1.106,-0.295,-0.18
1.108,-0.3,-0.145
1.111,-0.28,-0.13
1.114,-0.265,-0.125
1.117,-0.235,-0.155
1.119,-0.21,-0.24
1.122,-0.195,-0.35
1.125,-0.18,-0.445
1.128,-0.12,-0.545
1.131,-0.04,-0.63
1.133,0.1,-0.735
1.136,0.235,-0.845
1.139,0.35,-0.905
1.142,0.475,-0.855
1.144,0.62,-0.74
1.147,0.735,-0.61
1.15,0.85,-0.545
1.153,0.945,-0.505
1.156,0.98,-0.43
1.158,0.89,-0.3
1.161,0.72,-0.145
1.164,0.5,-0.02
1.167,0.27,0.065
1.169,0.045,0.09
1.172,-0.12,0.01
1.175,-0.245,-0.095
1.178,-0.33,-0.16
1.181,-0.35,-0.175
1.183,-0.3,-0.175
1.186,-0.235,-0.175
1.189,-0.205,-0.225
1.192,-0.195,-0.245
1.194,-0.2,-0.235
1.197,-0.195,-0.2
1.2,-0.2,-0.19
1.203,-0.21,-0.205
1.206,-0.215,-0.22
1.208,-0.23,-0.215
1.211,-0.235,-0.225
1.214,-0.23,-0.23
1.217,-0.22,-0.22
1.219,-0.225,-0.24
1.222,-0.24,-0.25
1.225,-0.25,-0.25
1.228,-0.235,-0.235
1.231,-0.24,-0.23
1.233,-0.245,-0.235
1.236,-0.245,-0.24
1.239,-0.255,-0.26
1.242,-0.255,-0.245
1.244,-0.255,-0.235
1.247,-0.25,-0.22
1.25,-0.25,-0.195
1.253,-0.25,-0.195
1.256,-0.24,-0.19
1.258,-0.24,-0.175
1.261,-0.235,-0.19
1.264,-0.22,-0.205
1.267,-0.225,-0.27
1.269,-0.23,-0.325
1.272,-0.22,-0.32
1.275,-0.205,-0.27
1.278,-0.19,-0.245
1.281,-0.18,-0.235
1.283,-0.18,-0.27
1.286,-0.185,-0.315
1.289,-0.215,-0.35
1.292,-0.21,-0.335
1.294,-0.18,-0.305
1.297,-0.165,-0.295
1.3,-0.14,-0.285
1.303,-0.125,-0.27
1.306,-0.13,-0.265
1.308,-0.12,-0.255
1.311,-0.12,-0.245
1.314,-0.11,-0.235
1.317,-0.11,-0.24
1.319,-0.105,-0.245
1.322,-0.1,-0.255
1.325,-0.095,-0.26
1.328,-0.09,-0.24
1.331,-0.085,-0.245
1.333,-0.075,-0.25
1.336,-0.085,-0.26
1.339,-0.085,-0.275
1.342,-0.09,-0.26
1.344,-0.065,-0.255
1.347,-0.05,-0.235
1.35,-0.045,-0.235
1.353,-0.055,-0.24
1.356,-0.06,-0.28
1.358,-0.06,-0.305
1.361,-0.045,-0.315
1.364,-0.045,-0.3
1.367,-0.025,-0.29
1.369,-0.025,-0.29
1.372,-0.03,-0.32
1.375,-0.025,-0.335
1.378,-0.025,-0.345
1.381,-0.01,-0.35
1.383,-0.005,-0.35
1.386,0,-0.36
1.389,-0.01,-0.355
1.392,-0.005,-0.345
1.394,-0.005,-0.32
1.397,-0.01,-0.305
1.4,-0.015,-0.29
1.403,-0.03,-0.305
1.406,-0.05,-0.3
1.408,-0.075,-0.29
1.411,-0.06,-0.28
1.414,-0.07,-0.255
1.417,-0.07,-0.255
1.419,-0.08,-0.26
1.422,-0.09,-0.265
1.425,-0.11,-0.27
1.428,-0.09,-0.245
1.431,-0.095,-0.23
1.433,-0.095,-0.21
1.436,-0.11,-0.205
1.439,-0.14,-0.22
1.442,-0.145,-0.215
1.444,-0.16,-0.21
1.447,-0.145,-0.21
1.45,-0.155,-0.21
1.453,-0.15,-0.205
1.456,-0.16,-0.2
1.458,-0.16,-0.205
1.461,-0.16,-0.21
1.464,-0.15,-0.195
1.467,-0.14,-0.195
1.469,-0.15,-0.19
1.472,-0.155,-0.195
1.475,-0.17,-0.185
1.478,-0.15,-0.185
1.481,-0.14,-0.165
1.483,-0.125,-0.16
1.486,-0.13,-0.17
1.489,-0.14,-0.175
1.492,-0.155,-0.175
1.494,-0.14,-0.16
1.497,-0.125,-0.16
1.5,-0.13,-0.175
1.503,-0.135,-0.185
1.506,-0.145,-0.195
1.508,-0.155,-0.185
1.511,-0.145,-0.19
1.514,-0.13,-0.18
1.517,-0.125,-0.185
1.519,-0.135,-0.205
1.522,-0.135,-0.215
1.525,-0.135,-0.2
1.528,-0.125,-0.165
1.531,-0.11,-0.16
1.533,-0.11,-0.16
1.536,-0.095,-0.155
1.539,-0.115,-0.165
1.542,-0.115,-0.165
1.544,-0.11,-0.18
1.547,-0.095,-0.185
1.55,-0.105,-0.18
1.553,-0.115,-0.165
1.556,-0.13,-0.16
1.558,-0.135,-0.18
1.561,-0.125,-0.185
1.564,-0.13,-0.205
1.567,-0.125,-0.205
1.569,-0.14,-0.205
1.572,-0.15,-0.21
1.575,-0.15,-0.205
1.578,-0.145,-0.195
1.581,-0.135,-0.205
1.583,-0.135,-0.23
1.586,-0.155,-0.245
1.589,-0.16,-0.245
1.592,-0.175,-0.235
1.594,-0.155,-0.205
1.597,-0.15,-0.195
1.6,-0.155,-0.195
1.603,-0.16,-0.2
1.606,-0.175,-0.215
1.608,-0.175,-0.195
1.611,-0.16,-0.175
1.614,-0.16,-0.18
1.617,-0.16,-0.17
1.619,-0.16,-0.18
1.622,-0.16,-0.185
1.625,-0.17,-0.185
1.628,-0.155,-0.17
1.631,-0.145,-0.175
1.633,-0.155,-0.19
1.636,-0.175,-0.195
1.639,-0.17,-0.21
1.642,-0.17,-0.21
1.644,-0.155,-0.205
1.647,-0.14,-0.195
1.65,-0.145,-0.205
1.653,-0.16,-0.225
1.656,-0.18,-0.23
1.658,-0.18,-0.235
1.661,-0.175,-0.22
1.664,-0.155,-0.21
1.667,-0.155,-0.215
1.669,-0.155,-0.225
1.672,-0.155,-0.23
1.675,-0.165,-0.215
1.678,-0.16,-0.2
1.681,-0.145,-0.2
1.683,-0.145,-0.195
1.686,-0.155,-0.205
1.689,-0.15,-0.21
1.692,-0.155,-0.185
1.694,-0.14,-0.18
1.697,-0.135,-0.18
1.7,-0.135,-0.2
1.703,-0.15,-0.22
1.706,-0.16,-0.23
1.708,-0.175,-0.2
1.711,-0.165,-0.19
1.714,-0.145,-0.17
1.717,-0.14,-0.17
1.719,-0.155,-0.2
1.722,-0.175,-0.21
1.725,-0.19,-0.2
1.728,-0.175,-0.195
1.731,-0.165,-0.195
1.733,-0.16,-0.2
1.736,-0.18,-0.2
1.739,-0.195,-0.195
1.742,-0.2,-0.18
1.744,-0.185,-0.165
1.747,-0.175,-0.155
1.75,-0.18,-0.17
1.753,-0.185,-0.195
1.756,-0.19,-0.215
1.758,-0.19,-0.2
1.761,-0.18,-0.21
1.764,-0.18,-0.175
1.767,-0.17,-0.17
1.769,-0.165,-0.175
1.772,-0.18,-0.18
1.775,-0.19,-0.17
1.778,-0.17,-0.145
1.781,-0.16,-0.135
1.783,-0.165,-0.145
1.786,-0.175,-0.155
1.789,-0.175,-0.18
1.792,-0.175,-0.185
1.794,-0.17,-0.175
1.797,-0.17,-0.165
1.8,-0.17,-0.17
1.803,-0.175,-0.19
1.806,-0.18,-0.195
1.808,-0.19,-0.19
1.811,-0.17,-0.19
1.814,-0.16,-0.18
1.817,-0.155,-0.2
1.819,-0.16,-0.215
1.822,-0.17,-0.22
1.825,-0.165,-0.21
1.828,-0.15,-0.2
1.831,-0.135,-0.2
1.833,-0.145,-0.2
1.836,-0.17,-0.205
1.839,-0.185,-0.235
1.842,-0.185,-0.235
1.844,-0.165,-0.22
1.847,-0.17,-0.225
1.85,-0.16,-0.22
1.853,-0.17,-0.235
1.856,-0.18,-0.225
1.858,-0.195,-0.195
1.861,-0.18,-0.145
1.864,-0.14,-0.09
1.867,-0.125,-0.11
1.869,-0.105,-0.19
1.872,-0.095,-0.33
1.875,-0.075,-0.43
1.878,-0.035,-0.5
1.881,0.025,-0.545
1.883,0.115,-0.61
1.886,0.22,-0.705
1.889,0.325,-0.815
1.892,0.44,-0.885
1.894,0.585,-0.905
1.897,0.71,-0.845
1.9,0.82,-0.78
1.903,0.915,-0.705
1.906,1.005,-0.62
1.908,1.055,-0.49
1.911,1.04,-0.355
1.914,0.935,-0.24
1.917,0.76,-0.145
1.919,0.555,-0.095
1.922,0.33,-0.08
1.925,0.135,-0.1
1.928,0,-0.14
1.931,-0.095,-0.175
1.933,-0.155,-0.2
1.936,-0.195,-0.21
1.939,-0.19,-0.21
1.942,-0.155,-0.205
1.944,-0.115,-0.175
1.947,-0.105,-0.17
1.95,-0.105,-0.17
1.953,-0.13,-0.175
1.956,-0.145,-0.185
1.958,-0.165,-0.19
1.961,-0.165,-0.175
1.964,-0.16,-0.175
1.967,-0.16,-0.17
1.969,-0.17,-0.19
1.972,-0.19,-0.215
1.975,-0.19,-0.2
1.978,-0.18,-0.215
1.981,-0.17,-0.225
1.983,-0.175,-0.235
